Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice,Transaction_hash
489505,85099B,JUMBO BAG RED WHITE SPOTTY,10,2009-12-01 11:17:00,1.95,15712,United Kingdom,19.5,65a80b9e3f0cd33b9a274bfc2672caee17df5be1a66ba5c38e9226f7900375fa
525944,22694,WICKER STAR,15,2010-10-07 17:42:00,2.1,16059,United Kingdom,31.5,1964cdcbb6d4bdd2f8674be995945a1082e79b97c003bd7bb6c7230e8e8d6d6a
547087,22492,MINI PAINT SET VINTAGE,36,2011-03-20 15:58:00,0.65,12726,France,23.400000000000002,14834de1f4732dd56db481441f120cdecfb699c0a2ffdc8e8b3d9fa927f147ef
570016,21411,GINGHAM HEART  DOORSTOP RED,3,2011-10-07 10:06:00,4.25,14911,EIRE,12.75,f9d8bb1286e4b24aef3afccaa01c269667d9ee864ee9b88a45bd9142e23683ed
501102,21498,RED SPOTS  WRAP,25,2010-03-12 13:06:00,0.42,15874,United Kingdom,10.5,5461eed158969bc76bebe9c161cfdc14d01c183aa745995a4116488b63b5db68
494479,85017A,ENVELOPE 50 ROMANTIC IMAGES,10,2010-01-14 15:47:00,0.85,17032,United Kingdom,8.5,2b66d960bd7fd72f36588a7c1d6719a534ec1a19b4a1d9119937a6aa727a084d
558771,47599A,PINK PARTY BAGS,3,2011-07-03 15:53:00,2.1,17105,United Kingdom,6.300000000000001,8c2db8563fe31ed358d62dc7f484285fa6345347b3d81401490b6baefe6229fd
550515,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,3,2011-04-18 17:29:00,1.65,14502,United Kingdom,4.949999999999999,3df1b734b026a7f8430a9df99d050fadf0969badbf69f568229058fc394dad87
498601,48187,DOOR MAT NEW ENGLAND,4,2010-02-21 16:09:00,7.49,13538,United Kingdom,29.96,66046512ce526cb2f40bbb6b8b1d779a42c1aeda0f33ad0c2f513da5beed42cf
492585,90196A,PURPLE GEMSTONE NECKLACE 45CM,3,2009-12-17 15:26:00,12.75,14085,United Kingdom,38.25,57d8f83cde6216e916c7b7e8469321b6dcc77ad2ed39a72fd00eab801cea8f4e
569469,23283,DOORMAT VINTAGE LEAF,1,2011-10-04 12:22:00,8.25,16360,United Kingdom,8.25,2e575d0f5a0de07002a6af75c059c65d08d4f3d0f4a2ddffb116ed6f49c7f4f1
509980,21239,PINK  SPOTTY CUP,8,2010-05-26 14:07:00,0.85,12378,Switzerland,6.8,58e83121a507838100e4d20166124cd5d7e13ca03e946b3162c728a7b066e5d6
581114,22696,WICKER WREATH LARGE,1,2011-12-07 12:19:00,1.95,14527,United Kingdom,1.95,93b6688b8398d46964e03439d7a27b53e250c12d18ef6f79a0794ab237a4c484
546237,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-03-10 12:50:00,0.85,16625,United Kingdom,10.2,7771f3f383e3d5666768572ac182ce434bfb279f06e7d50e916a3365bd45c8cd
517549,21039,RED SPOTTY SHOPPING BAG,2,2010-07-29 17:30:00,2.55,16782,United Kingdom,5.1,5608137e2286fd1abd2962df36e49c084734f049d827a9a4f7646e138ccf2823
558045,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-06-24 13:35:00,0.42,12615,France,5.04,7bc01552b5b6415b8316584feff68878b299abbfca5076fbc61b26c85dadedb0
563580,21175,GIN + TONIC DIET METAL SIGN,1,2011-08-17 15:53:00,2.55,16706,United Kingdom,2.55,721a38ea9df0defd491f079149739e9176333488040891d8f6406455da6bc9c5
525878,22176,BLUE OWL SOFT TOY,48,2010-10-07 14:21:00,2.55,16191,United Kingdom,122.39999999999999,194ce87e102b2df56f6ccb8e7a987e34b924fb67cf10c0b46111e9a537799309
572563,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-25 09:31:00,2.08,12928,United Kingdom,20.8,a95ea603ab1480545fd8eb9e2ff8839a072c194aabef22473fc94bb63b77f393
507396,84795A,PASTEL STRIPE HAMMOCK,4,2010-05-09 13:00:00,7.95,14911,EIRE,31.8,8923a82640b6a71094ab9776cc5cd2747c3a58e94dd8a268eed11d8354ee4b02
548492,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,2011-03-31 13:14:00,1.25,17841,United Kingdom,2.5,7bee1bb5630dac56e8e35b732cd5ddf2912d7cc68472c0c0553a3abbe2eb2d53
524270,22365,DOORMAT RESPECTABLE HOUSE,2,2010-09-28 11:50:00,7.95,16269,United Kingdom,15.9,1b547e3c939559122bc456087e4b940c1850d46378159688723e763f0753ea83
568161,22737,RIBBON REEL CHRISTMAS PRESENT,3,2011-09-25 12:31:00,1.65,15860,United Kingdom,4.949999999999999,b0bfa451c9dfc09d0baaf1d53a8f0b1a0db5c7d6dbb8a11e3d27489466d19c79
570116,23291,DOLLY GIRL CHILDRENS CUP,2,2011-10-07 12:38:00,1.25,12856,United Kingdom,2.5,c9b996c27ff876f3911383412391dfddc770f9c9a3df7982a04869db14fa6a79
546646,21397,BLUE POLKADOT EGG CUP,12,2011-03-15 13:49:00,0.39,13716,United Kingdom,4.68,90c72b900f639d1eff7a7a4a1b11f41a8baa94471b9cf79a2aefed3f87610d81
577314,85053,FRENCH ENAMEL CANDLEHOLDER,12,2011-11-18 13:23:00,2.1,12444,Norway,25.200000000000003,4bee748e7d587ec74a5bb82ba3f490294e38b4fc10a369b86f20a14c587d4d5a
561036,22379,RECYCLING BAG RETROSPOT,1,2011-07-24 11:54:00,2.1,13137,United Kingdom,2.1,7ff91c5fc045bc238c2a2cb9c8702734853208bb02f9b62073f179fcf54ab4b4
554845,82580,BATHROOM METAL SIGN,48,2011-05-26 19:49:00,0.73,17450,United Kingdom,35.04,c33d1751795e5b144544c662ca74228fbf5a43c1d515182b3ac17dc3a774c63a
508470,21894,POTTING SHED SEED ENVELOPES,2,2010-05-16 11:24:00,1.25,16922,United Kingdom,2.5,9b7708808cc626a1e9098b4bfa2e0b67b0ab23ff577bc478e3d94ea24e81adb6
534656,21122,SET/10 PINK POLKADOT PARTY CANDLES,3,2010-11-23 13:36:00,1.25,13869,United Kingdom,3.75,ffe1b10b1d3c28a8a079e622d384a019a9be2563d6f9da1e45c97c711aa2f65c
537362,22866,HAND WARMER SCOTTY DOG DESIGN,2,2010-12-06 12:34:00,2.1,17596,United Kingdom,4.2,ede6d6e0917abb5663517b5d39005f3d05e9e12b7a90d777f7b207a6068fa209
542231,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2011-01-26 13:40:00,2.95,16714,United Kingdom,11.8,b5b7f6129f96da74c28ef0604a1f07821b8e45e4f1f7b2be6a19d953e3ccb29f
552051,21232,STRAWBERRY CERAMIC TRINKET BOX,20,2011-05-06 10:10:00,1.25,14796,United Kingdom,25.0,18f97ba5c3ddfe876758e15d98a21b3d3dfc4f6e3feeaa8d322faf12380beed6
562517,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,2011-08-05 12:27:00,1.65,15719,United Kingdom,3.3,a2f1869611988acbcab29f10299af283b428f7971c4682955666274f2003ba2a
513960,22617,BAKING SET SPACEBOY DESIGN,3,2010-06-29 15:04:00,4.95,15430,United Kingdom,14.850000000000001,e2851da8fcae24ba44ce614d548330716c88e9e28cfa3607a7c9385d9cb2aa2e
501570,48138,DOOR MAT UNION FLAG,2,2010-03-18 08:06:00,7.49,16336,United Kingdom,14.98,1546e2f195816a49b6e38f19093c497317fd030058a169bb2e42523a698508cd
575985,23333,IVORY WICKER HEART MEDIUM,4,2011-11-13 14:09:00,1.25,17841,United Kingdom,5.0,78b3851a679d9cd1350ad57a1bd6fc75a747790d6cd2e0ebd55625171f0410fb
577347,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-11-18 15:27:00,0.29,13960,United Kingdom,6.959999999999999,334caebfeb597427af81f308b94115280a656b5f1c12772b47ef8fcde00f54e6
559300,23306,SET OF 36 DOILIES PANTRY DESIGN,12,2011-07-07 12:40:00,1.45,12471,Germany,17.4,35ef62f115954024cdb367d365b5daebb7af1a94dd00e3a5c07906df20392c69
519933,22088,PAPER BUNTING COLOURED LACE,1,2010-08-22 16:07:00,2.95,16409,United Kingdom,2.95,41539e3bf261c80577bf357bbe89b6cb544e4dc1b28a3fe28a2136a084eb3793
492319,21001,ROSE DU SUD WASHBAG,1,2009-12-16 12:17:00,5.95,15499,United Kingdom,5.95,6f3eb17df253ab9be56256064dc49368a98b083cba18b3a0add2a2a4fe9cce6d
532659,21819,GLITTER CHRISTMAS STAR,2,2010-11-14 11:18:00,0.85,16121,United Kingdom,1.7,4b51afc4ec16da77588c7a7f1959586f5bfab568f280620dd837ac16a3ab96f1
501815,90206A,GOLD DIAMANTE STAR BROOCH,1,2010-03-19 14:56:00,4.95,13415,United Kingdom,4.95,92b04b33c9f79c1f2f1a2ab1430b3a7e74c917362c4e78c2e8ce80537fe57171
532807,22087,PAPER BUNTING WHITE LACE,7,2010-11-14 15:17:00,2.95,17841,United Kingdom,20.650000000000002,c9b164188932c61e419c632299d455f2fe6ac347a036ec43e0b11c1922c333b0
561068,21754,HOME BUILDING BLOCK WORD,3,2011-07-24 14:33:00,5.95,13116,United Kingdom,17.85,502ef4ee4ef1948272ad942e31b5881d2c533ea5914220562b4ea6f4ad97b389
535274,35951,FOLKART BAUBLE CHRISTMAS DECORATION,48,2010-11-25 13:51:00,0.38,14415,United Kingdom,18.240000000000002,225147775e24d503b3b6936fc3c9eaf029f5a11feee6ea1b22122909c4fd4b05
501578,21989,PACK OF 20 SKULL PAPER NAPKINS,96,2010-03-18 10:22:00,0.64,14258,United Kingdom,61.44,609cfdb84acde53d1862ead607682c134d98580ae2a490c20b6107f07387d2ff
567462,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-09-20 12:35:00,1.25,14446,United Kingdom,5.0,ae9549ad5ac25bfd9595a33f86104b93d2dfb9ce96681027b1f026cd3c400b99
580399,22115,METAL SIGN EMPIRE TEA,2,2011-12-04 11:45:00,0.79,13471,United Kingdom,1.58,6f3d63b932e90ec3e44df53868b61bac66e8e85af2fe71b3a7ddf1e95b15d5d6
559547,23206,LUNCH BAG APPLE DESIGN,1,2011-07-10 15:12:00,1.65,17758,United Kingdom,1.65,edaec6f96d8dc21b6ab97604c8b0debb5e83fe11091b85030ebf8fcc39fd65c7
526764,21245,GREEN POLKADOT PLATE,5,2010-10-13 11:10:00,1.69,17179,United Kingdom,8.45,ec0fe4ab064fe23a7d6433700343724a40fc9eb4742790844e2f6c301a91beda
562688,22210,WOOD STAMP SET BEST WISHES,4,2011-08-08 13:53:00,0.83,13869,United Kingdom,3.32,8ed210a0fc8691294d3d21c7fb622583063e641325dad59ade8239e140441454
519586,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2010-08-18 13:58:00,2.95,15764,United Kingdom,17.700000000000003,d21bfb60b89fb0d70582e09e98388d5e9d28e5488d304cc47c703880ae19ffeb
550526,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-19 10:40:00,1.45,14309,United Kingdom,17.4,43a50c5b183c1c753fd94fa3ba2aed50afa2fc18133fc10ce74de418a09c9b6f
568472,23388,WOODLAND MINI BACKPACK,4,2011-09-27 11:50:00,4.15,12517,Germany,16.6,3815f65414db6999d5e253c923bcabfdecb9fad98a33de870f1a2275f8fddf99
521471,21558,SKULL LUNCH BOX WITH CUTLERY,18,2010-09-06 12:09:00,2.55,14680,United Kingdom,45.9,2c3082ad551620e34e8d9c3f5becdf0b594b97becc8c661bfab84d0cdb94b4d8
548919,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-04-05 10:18:00,2.95,13013,United Kingdom,17.700000000000003,d83f70b19959ca3afacbd22a4bcf244beb3bd185282a76d8575865ebbc5a9a74
498433,21389,IVORY HANGING DECORATION  BIRD,24,2010-02-18 17:50:00,0.85,13001,United Kingdom,20.4,c7e136503c271020e75057c89680d2c24991e22ec31d69a07e8eb4f88289c8d8
571189,22945,CHRISTMAS METAL TAGS ASSORTED,12,2011-10-14 11:42:00,0.85,13213,United Kingdom,10.2,fb51546588e60e0599c5875b5a749252d208c2cfb7b2462a72a22eb1db152904
548188,22916,HERB MARKER THYME,2,2011-03-29 15:12:00,0.65,13263,United Kingdom,1.3,7fd6108febd2177a47fbf55af0cfb5f3fc4edb8fdc9033326279971e2f065e8e
520701,22143,CHRISTMAS CRAFT HEART DECORATIONS,6,2010-08-29 11:38:00,2.1,15058,United Kingdom,12.600000000000001,1ec2d4476759759deb558fb78a81abc7660b2de15e1e1d22e7d1e80e3f17a09d
517043,20723,STRAWBERRY CHARLOTTE BAG,10,2010-07-26 11:53:00,0.85,15615,United Kingdom,8.5,491eedc80f5b56e0971bd580925ca3d83f8fa301736a8ec146e3894de7fb862c
495277,20681,PINK SPOTTY CHILDS UMBRELLA,6,2010-01-22 11:41:00,3.25,14911,EIRE,19.5,2931ba93fa6f0dc27776e6bba18ee1f5c651a8600256a825f34008afd46f22b8
567661,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-09-21 15:06:00,1.45,13959,United Kingdom,1.45,2ca03cace17a02b04ff3cc15be9dbe6de3369bf71576c759710501fd13f42664
517869,85030,FRENCH CHATEAU OVAL PLATTER,8,2010-08-02 15:13:00,1.95,17848,United Kingdom,15.6,1141ccb85dece73b5a81088dcb8e7304d09a13cbf4bd820913fb9f4b2488a555
558113,21174,POTTERING IN THE SHED METAL SIGN,12,2011-06-27 08:48:00,2.08,14911,EIRE,24.96,a95dc512e43b15d7970c9e30418e5da5d166e74de362fb91ad6b113cfb2e3282
562852,23209,LUNCH BAG VINTAGE DOILY,10,2011-08-10 10:12:00,1.65,13050,United Kingdom,16.5,54c7547abc3a4421c2334e730c5e8c7bc50604f9915cbea4ec363461d046e2d5
537393,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,2010-12-06 13:59:00,7.65,13089,United Kingdom,61.2,02e0acfa6b69d6c763d8150759378bae3be35faef59930018b94b27c3c6e3365
501854,21411,GINGHAM HEART  DOORSTOP RED,1,2010-03-21 11:15:00,4.25,15446,United Kingdom,4.25,697c268f6924fd48bd0ba38fc88991397e47710efe2b78048b5843c62937b1d2
560602,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-07-20 08:48:00,2.1,13629,United Kingdom,12.600000000000001,7310c5726872df825ead7287d97298c4f83cff164dbfbaec34e1e5b8b229b42a
562565,85131D,BEADED CRYSTAL HEART PINK ON STICK,3,2011-08-07 10:45:00,1.25,16206,United Kingdom,3.75,25b9dae9d18c6395f9298db068c9d6ae69fcd905c7464647dbf2e28686718e87
564150,47566,PARTY BUNTING,24,2011-08-23 12:30:00,4.95,14936,Channel Islands,118.80000000000001,c2b9b3073e09a98f7c55993e794e7fbd98eea308542ed41b744c072c03466b79
555133,21931,JUMBO STORAGE BAG SUKI,10,2011-05-31 15:32:00,2.08,16810,United Kingdom,20.8,c62ecfa8f0f127c29a8c462e64748ca4c5276744038b728d8aaf4169b9645f6b
510414,84915,HAND TOWEL PINK FLOWER AND DAISY,1,2010-05-30 11:02:00,5.95,15555,United Kingdom,5.95,5f95c0b6a296448f670bfba1d394545206c9afe6102a1cd08890b9b86f108260
510653,22469,HEART OF WICKER SMALL,12,2010-06-02 13:44:00,1.65,13916,United Kingdom,19.799999999999997,6f3abbb885c5298e2c3de3579b8e84343450a1f4c1b6c83ad7df35772e9d1d82
515319,22383,LUNCH BAG SUKI  DESIGN,2,2010-07-11 12:00:00,1.65,17085,United Kingdom,3.3,a4fdc6cd714c4261085c0e09245017d0faf0a94b860898f5885ec79f984d7ba1
522978,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2010-09-19 13:51:00,1.45,17085,United Kingdom,5.8,aac87f3727a6dc3488e84c69af8decce669cfaa667fc64a786ce990c55866e85
563168,21499,BLUE POLKADOT WRAP,25,2011-08-12 12:41:00,0.42,16045,United Kingdom,10.5,012bc3aa867308426dd1f728e76e2d7975f99dd64f06149464f7103b44fc2735
549435,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,12,2011-04-08 12:33:00,2.95,12356,Portugal,35.400000000000006,04919cb11952b9bce8c3988f907aad4eb5b745b863bfdca088c0afd29beac962
577333,23084,RABBIT NIGHT LIGHT,12,2011-11-18 14:40:00,2.08,14868,United Kingdom,24.96,ddea1081e866d1b04ff3014e763a1b2ee1cf1e930cb32b407d08b9b264ec77b3
528629,22553,PLASTERS IN TIN SKULLS,12,2010-10-24 11:18:00,1.65,13654,United Kingdom,19.799999999999997,6aa37bef3d3b63f7c7e751d886ca2d9a3826a11f158fe7c204cc0a84cf0ed44f
498729,22065,CHRISTMAS PUDDING TRINKET POT,48,2010-02-22 15:39:00,1.25,17829,United Arab Emirates,60.0,db82ce067abf1504581e51735d4590b8f14990d6f85f276ccaa704da8e633891
497842,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-02-12 15:46:00,1.65,12976,United Kingdom,13.2,30400cebee135247d95e7bfe30fff07718f9c5cc51af62b9d91dd1a13805ff27
561693,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-07-29 09:48:00,3.75,15120,United Kingdom,15.0,2bab06c1eace3a30e5e640981b1f75974af876a3f04f79bbb32153bc1b537b23
510659,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1,2010-06-02 14:24:00,4.95,16549,United Kingdom,4.95,6e71b9b8c642336f087f22d328d1ad0c3a9c1b401782e8b259bb026271e67b1e
493543,20854,BLUE PATCH PURSE PINK HEART,6,2010-01-04 16:29:00,1.65,14839,United Kingdom,9.899999999999999,3ee1ceb6e384322b07230738a9f730c62aaf253e3fdb3f300dcad7a50fb046cc
552721,22919,HERB MARKER MINT,12,2011-05-11 09:55:00,0.65,14691,United Kingdom,7.800000000000001,ee6b9e6d245097bce392c65b4709e91d5021e06b8d116218570986aee4ffb322
563555,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-08-17 13:21:00,2.08,16755,United Kingdom,4.16,d0573a0f3191863ec7cf007c6083d910c5e001f600b818ebe509c0b4e7822796
512112,21248,DOOR HANGER  MUM + DADS ROOM,1,2010-06-13 14:40:00,1.45,17841,United Kingdom,1.45,ff37ba0df30d967d3ea8e93dacd4057501a2fb44356c225f88deed2d104eac80
502584,22241,GARLAND WOODEN HAPPY EASTER,12,2010-03-25 12:40:00,1.25,13875,United Kingdom,15.0,199dd9bfd75e0f686c8387ee6b68a4959fab1a5af642cbe62804712606ea4934
511046,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2010-06-06 11:35:00,8.5,16335,United Kingdom,17.0,8454991957ac90bd6db8412ebbae976ff10182de8fc74c7726b677c3d8850bd8
520567,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2,2010-08-26 17:56:00,2.55,16782,United Kingdom,5.1,10a36902498e32a5bfabaf3cd3c3d91c9780149ab9e2fed7383bbbdb32941d01
571883,22595,GINGHAM HEART DECORATION,5,2011-10-19 13:58:00,0.85,14704,United Kingdom,4.25,2c0af32bb7e0752987da138148349052ef9ce584745684d05c43d9c14b16fe20
526269,21777,RECIPE BOX WITH METAL HEART,2,2010-10-11 11:04:00,7.95,15441,United Kingdom,15.9,e260a810744da34b29b835e4f31ff91b7ce7ca387e2b1439f94f12382ec3a1a8
